,Case Type,Count,Date,Province/State,State Abbr,Country/Region,Location Name,State Index,Total Pop,Income in the past 12 months below poverty level,"Below poverty level per 1,000 residents",Percent below poverty level,state,county
5177,,,,,GA,,Calhoun County,Georgia,6443.0,1489.0,231.1,23.11,13.0,37.0
5178,,,,,GA,,Upson County,Georgia,26394.0,5910.0,223.91,22.391,13.0,293.0
5179,,,,,GA,,Coffee County,Georgia,43042.0,9618.0,223.46,22.346,13.0,69.0
5180,,,,,GA,,Webster County,Georgia,2672.0,596.0,223.05,22.305,13.0,307.0
5181,,,,,GA,,Telfair County,Georgia,16405.0,3611.0,220.12,22.011999999999997,13.0,271.0
5182,,,,,GA,,Schley County,Georgia,5089.0,1113.0,218.71,21.871,13.0,249.0
5183,,,,,GA,,Rabun County,Georgia,16312.0,3491.0,214.01,21.401,13.0,241.0
5184,,,,,GA,,Dooly County,Georgia,14089.0,3013.0,213.85,21.385,13.0,93.0
5185,,,,,GA,,Tattnall County,Georgia,25260.0,5290.0,209.42,20.941999999999997,13.0,267.0
5186,,,,,GA,,Brantley County,Georgia,18403.0,3846.0,208.99,20.899,13.0,25.0
5187,,,,,GA,,Montgomery County,Georgia,9005.0,1879.0,208.66,20.866,13.0,209.0
5188,,,,,GA,,Thomas County,Georgia,44977.0,9377.0,208.48,20.848000000000003,13.0,275.0
5189,,,,,GA,,Troup County,Georgia,69314.0,14388.0,207.58,20.758000000000003,13.0,285.0
5190,,,,,GA,,Chattooga County,Georgia,25046.0,5182.0,206.9,20.69,13.0,55.0
5191,,,,,GA,,Lumpkin County,Georgia,31094.0,6426.0,206.66,20.666,13.0,187.0
5192,,,,,GA,,Jeff Davis County,Georgia,14953.0,3079.0,205.91,20.590999999999998,13.0,161.0
5193,,,,,GA,,Lamar County,Georgia,18195.0,3746.0,205.88,20.588,13.0,171.0
5194,,,,,GA,,Wilkinson County,Georgia,9312.0,1915.0,205.65,20.565,13.0,319.0
5195,,,,,GA,,Talbot County,Georgia,6373.0,1307.0,205.08,20.508000000000003,13.0,263.0
5196,,,,,GA,,Hart County,Georgia,25518.0,5228.0,204.87,20.487,13.0,147.0
5197,,,,,GA,,Pulaski County,Georgia,11460.0,2342.0,204.36,20.436,13.0,235.0
5198,,,,,GA,,Gordon County,Georgia,56079.0,11388.0,203.07,20.307000000000002,13.0,129.0
5199,,,,,GA,,Bleckley County,Georgia,12835.0,2593.0,202.03,20.203,13.0,23.0
5200,,,,,GA,,Dodge County,Georgia,20995.0,4219.0,200.95,20.095,13.0,91.0
5201,,,,,GA,,Appling County,Georgia,18410.0,3694.0,200.65,20.065,13.0,1.0
5202,,,,,GA,,McIntosh County,Georgia,13941.0,2788.0,199.99,19.999000000000002,13.0,191.0
5203,,,,,GA,,Muscogee County,Georgia,200303.0,40006.0,199.73,19.973,13.0,215.0
5204,,,,,GA,,Haralson County,Georgia,28667.0,5721.0,199.57,19.957,13.0,143.0
5205,,,,,GA,,Polk County,Georgia,41263.0,8229.0,199.43,19.942999999999998,13.0,233.0
5206,,,,,GA,,Jasper County,Georgia,13571.0,2685.0,197.85,19.785,13.0,159.0
5207,,,,,GA,,Pierce County,Georgia,19030.0,3764.0,197.79,19.779,13.0,229.0
5208,,,,,GA,,Stephens County,Georgia,25584.0,4995.0,195.24,19.524,13.0,257.0
5209,,,,,GA,,Elbert County,Georgia,19394.0,3768.0,194.29,19.429000000000002,13.0,105.0
5210,,,,,GA,,Whitfield County,Georgia,103653.0,20126.0,194.17,19.417,13.0,313.0
5211,,,,,GA,,Peach County,Georgia,26907.0,5206.0,193.48,19.348,13.0,225.0
5212,,,,,GA,,Gilmer County,Georgia,28956.0,5556.0,191.88,19.188,13.0,123.0
5213,,,,,GA,,White County,Georgia,28140.0,5345.0,189.94,18.994,13.0,311.0
5214,,,,,GA,,Wayne County,Georgia,30006.0,5684.0,189.43,18.942999999999998,13.0,305.0
5215,,,,,GA,,Floyd County,Georgia,96199.0,18192.0,189.11,18.910999999999998,13.0,115.0
5216,,,,,GA,,Seminole County,Georgia,8696.0,1639.0,188.48,18.848,13.0,253.0
5217,,,,,GA,,Crawford County,Georgia,12483.0,2343.0,187.7,18.77,13.0,79.0
5218,,,,,GA,,Charlton County,Georgia,12968.0,2420.0,186.61,18.660999999999998,13.0,49.0
5219,,,,,GA,,DeKalb County,Georgia,723902.0,134830.0,186.25,18.625,13.0,89.0
5220,,,,,GA,,Carroll County,Georgia,113756.0,21157.0,185.99,18.599,13.0,45.0
5221,,,,,GA,,Murray County,Georgia,39358.0,7315.0,185.86,18.586,13.0,213.0
5222,,,,,GA,,Glynn County,Georgia,82623.0,15177.0,183.69,18.369,13.0,127.0
5223,,,,,GA,,Worth County,Georgia,20988.0,3837.0,182.82,18.282,13.0,321.0
5224,,,,,GA,,Butts County,Georgia,23479.0,4255.0,181.23,18.123,13.0,35.0
5225,,,,,GA,,Walker County,Georgia,68143.0,12273.0,180.11,18.011,13.0,295.0
5226,,,,,GA,,Fannin County,Georgia,24017.0,4262.0,177.46,17.746,13.0,111.0
5227,,,,,GA,,Oglethorpe County,Georgia,14743.0,2612.0,177.17,17.717,13.0,221.0
5228,,,,,GA,,Houston County,Georgia,149137.0,26411.0,177.09,17.709,13.0,153.0
5229,,,,,GA,,Treutlen County,Georgia,6711.0,1184.0,176.43,17.643,13.0,283.0
5230,,,,,GA,,Putnam County,Georgia,21259.0,3727.0,175.31,17.531,13.0,237.0
5231,,,,,GA,,Hall County,Georgia,190482.0,33350.0,175.08,17.508,13.0,139.0
5232,,,,,GA,,Wheeler County,Georgia,7932.0,1383.0,174.36,17.436,13.0,309.0
5233,,,,,GA,,Bacon County,Georgia,11251.0,1949.0,173.23,17.323,13.0,5.0
5234,,,,,GA,,Chatham County,Georgia,282613.0,48550.0,171.79,17.179000000000002,13.0,51.0
5235,,,,,GA,,Habersham County,Georgia,43724.0,7471.0,170.87,17.087,13.0,137.0
5236,,,,,GA,,Rockdale County,Georgia,87569.0,14863.0,169.73,16.973,13.0,247.0
5237,,,,,GA,,Newton County,Georgia,103901.0,17415.0,167.61,16.761,13.0,217.0
5238,,,,,GA,,Heard County,Georgia,11571.0,1930.0,166.8,16.68,13.0,149.0
5239,,,,,GA,,Fulton County,Georgia,996757.0,163674.0,164.21,16.421,13.0,121.0
5240,,,,,GA,,Liberty County,Georgia,63949.0,10443.0,163.3,16.33,13.0,179.0
5241,,,,,GA,,Long County,Georgia,17243.0,2765.0,160.35,16.035,13.0,183.0
5242,,,,,GA,,Wilcox County,Georgia,8884.0,1422.0,160.06,16.006,13.0,315.0
5243,,,,,GA,,Madison County,Georgia,28362.0,4520.0,159.37,15.937000000000001,13.0,195.0
5244,,,,,GA,,Baker County,Georgia,3250.0,509.0,156.62,15.662,13.0,7.0
5245,,,,,GA,,Banks County,Georgia,18336.0,2837.0,154.72,15.472000000000001,13.0,11.0
5246,,,,,GA,,Dade County,Georgia,16356.0,2502.0,152.97,15.297,13.0,83.0
5247,,,,,GA,,Douglas County,Georgia,138283.0,20805.0,150.45,15.045,13.0,97.0
5248,,,,,GA,,Glascock County,Georgia,3053.0,450.0,147.4,14.74,13.0,125.0
5249,,,,,GA,,Bartow County,Georgia,101942.0,14899.0,146.15,14.615,13.0,15.0
5250,,,,,GA,,Barrow County,Georgia,73340.0,10548.0,143.82,14.382,13.0,13.0
5251,,,,,GA,,Towns County,Georgia,10976.0,1528.0,139.21,13.921,13.0,281.0
5252,,,,,GA,,Jones County,Georgia,28701.0,3888.0,135.47,13.547,13.0,169.0
5253,,,,,GA,,Camden County,Georgia,52092.0,7029.0,134.93,13.493,13.0,39.0
5254,,,,,GA,,Jackson County,Georgia,62131.0,8330.0,134.07,13.407,13.0,157.0
5255,,,,,GA,,Bryan County,Georgia,34104.0,4509.0,132.21,13.220999999999998,13.0,29.0
5256,,,,,GA,,Dawson County,Georgia,22939.0,3028.0,132.0,13.2,13.0,85.0
5257,,,,,GA,,Morgan County,Georgia,17943.0,2354.0,131.19,13.119000000000002,13.0,211.0
5258,,,,,GA,,Walton County,Georgia,87436.0,11365.0,129.98,12.998,13.0,297.0
5259,,,,,GA,,Gwinnett County,Georgia,874242.0,112999.0,129.25,12.925,13.0,135.0
5260,,,,,GA,,Union County,Georgia,22033.0,2822.0,128.08,12.808,13.0,291.0
5261,,,,,GA,,Monroe County,Georgia,27044.0,3419.0,126.42,12.642000000000001,13.0,207.0
5262,,,,,GA,,Henry County,Georgia,214171.0,25657.0,119.8,11.98,13.0,151.0
5263,,,,,GA,,Coweta County,Georgia,135625.0,16138.0,118.99,11.899000000000001,13.0,77.0
5264,,,,,GA,,Pike County,Georgia,17843.0,2120.0,118.81,11.880999999999998,13.0,231.0
5265,,,,,GA,,Catoosa County,Georgia,65645.0,7700.0,117.3,11.73,13.0,47.0
5266,,,,,GA,,Cobb County,Georgia,728388.0,83479.0,114.61,11.460999999999999,13.0,67.0
5267,,,,,GA,,Lee County,Georgia,29134.0,3334.0,114.44,11.444,13.0,177.0
5268,,,,,GA,,Effingham County,Georgia,55852.0,5985.0,107.16,10.716,13.0,103.0
5269,,,,,GA,,Paulding County,Georgia,149830.0,15974.0,106.61,10.661,13.0,223.0
5270,,,,,GA,,Pickens County,Georgia,29992.0,3058.0,101.96,10.196,13.0,227.0
5271,,,,,GA,,Cherokee County,Georgia,230629.0,22891.0,99.25,9.925,13.0,57.0
5272,,,,,GA,,Chattahoochee County,Georgia,11882.0,1174.0,98.8,9.88,13.0,53.0
5273,,,,,GA,,Columbia County,Georgia,139904.0,13225.0,94.53,9.453,13.0,73.0
5274,,,,,GA,,Harris County,Georgia,32992.0,2722.0,82.5,8.25,13.0,145.0
5275,,,,,GA,,Fayette County,Georgia,109495.0,7774.0,71.0,7.1,13.0,113.0
5276,,,,,GA,,Oconee County,Georgia,35071.0,2485.0,70.86,7.086,13.0,219.0
5277,,,,,GA,,Forsyth County,Georgia,203841.0,13024.0,63.89,6.388999999999999,13.0,117.0
5278,,,,,NM,,McKinley County,New Mexico,74346.0,28089.0,377.81,37.781,35.0,31.0
5279,,,,,NM,,Torrance County,New Mexico,15599.0,4604.0,295.15,29.515,35.0,57.0
5280,,,,,NM,,Luna County,New Mexico,24627.0,7153.0,290.45,29.045,35.0,29.0
5281,,,,,NM,,San Miguel County,New Mexico,28350.0,8093.0,285.47,28.546999999999997,35.0,47.0
5282,,,,,NM,,Do?a Ana County,New Mexico,213825.0,57626.0,269.5,26.95,35.0,13.0
5283,,,,,NM,,Cibola County,New Mexico,27373.0,7005.0,255.91,25.590999999999998,35.0,6.0
5284,,,,,NM,,Roosevelt County,New Mexico,19618.0,4755.0,242.38,24.238000000000003,35.0,41.0
5285,,,,,NM,,Hidalgo County,New Mexico,4531.0,1075.0,237.25,23.725,35.0,23.0
5286,,,,,NM,,Otero County,New Mexico,65333.0,15439.0,236.31,23.631,35.0,35.0
5287,,,,,NM,,Rio Arriba County,New Mexico,39924.0,9275.0,232.32,23.232,35.0,39.0
5288,,,,,NM,,Catron County,New Mexico,3547.0,809.0,228.08,22.808000000000003,35.0,3.0
5289,,,,,NM,,Valencia County,New Mexico,75993.0,17177.0,226.03,22.603,35.0,61.0
5290,,,,,NM,,Mora County,New Mexico,4598.0,1036.0,225.32,22.531999999999996,35.0,33.0
5291,,,,,NM,,Socorro County,New Mexico,17324.0,3796.0,219.12,21.912,35.0,53.0
5292,,,,,NM,,Taos County,New Mexico,32961.0,7168.0,217.47,21.747,35.0,55.0
5293,,,,,NM,,Chaves County,New Mexico,65610.0,14196.0,216.37,21.636999999999997,35.0,5.0
5294,,,,,NM,,Sierra County,New Mexico,11442.0,2471.0,215.96,21.596,35.0,51.0
5295,,,,,NM,,Curry County,New Mexico,50544.0,10676.0,211.22,21.122,35.0,9.0
5296,,,,,NM,,Grant County,New Mexico,28879.0,6086.0,210.74,21.074,35.0,17.0
5297,,,,,NM,,Colfax County,New Mexico,12716.0,2620.0,206.04,20.604,35.0,7.0
5298,,,,,NM,,San Juan County,New Mexico,122537.0,24871.0,202.97,20.297,35.0,45.0
5299,,,,,NM,,De Baca County,New Mexico,1977.0,389.0,196.76,19.676,35.0,11.0
5300,,,,,NM,,Quay County,New Mexico,8555.0,1638.0,191.47,19.147000000000002,35.0,37.0
5301,,,,,NM,,Bernalillo County,New Mexico,674777.0,124678.0,184.77,18.477,35.0,1.0
5302,,,,,NM,,Lincoln County,New Mexico,19726.0,3515.0,178.19,17.819000000000003,35.0,27.0
5303,,,,,NM,,Lea County,New Mexico,68930.0,10549.0,153.04,15.304,35.0,25.0
5304,,,,,NM,,Santa Fe County,New Mexico,147320.0,22507.0,152.78,15.277999999999999,35.0,49.0
5305,,,,,NM,,Harding County,New Mexico,565.0,81.0,143.36,14.335999999999999,35.0,21.0
5306,,,,,NM,,Union County,New Mexico,4292.0,614.0,143.06,14.306,35.0,59.0
5307,,,,,NM,,Sandoval County,New Mexico,138117.0,19739.0,142.92,14.292,35.0,43.0
5308,,,,,NM,,Eddy County,New Mexico,56369.0,7638.0,135.5,13.55,35.0,15.0
5309,,,,,NM,,Guadalupe County,New Mexico,4469.0,542.0,121.28,12.128,35.0,19.0
5310,,,,,NM,,Los Alamos County,New Mexico,17895.0,904.0,50.52,5.052,35.0,28.0
5311,,,,,AL,,Greene County,Alabama,8587.0,3233.0,376.5,37.65,1.0,63.0
5312,,,,,AL,,Perry County,Alabama,9856.0,3605.0,365.77,36.577,1.0,105.0
5313,,,,,AL,,Sumter County,Alabama,13285.0,4582.0,344.9,34.49,1.0,119.0
5314,,,,,AL,,Wilcox County,Alabama,11119.0,3768.0,338.88,33.888000000000005,1.0,131.0
5315,,,,,AL,,Dallas County,Alabama,41426.0,14027.0,338.6,33.86,1.0,47.0
5316,,,,,AL,,Conecuh County,Alabama,12697.0,4107.0,323.46,32.346,1.0,35.0
5317,,,,,AL,,Monroe County,Alabama,21975.0,6972.0,317.27,31.726999999999997,1.0,99.0
5318,,,,,AL,,Lowndes County,Alabama,10565.0,3005.0,284.43,28.443,1.0,85.0
5319,,,,,AL,,Marengo County,Alabama,20066.0,5504.0,274.29,27.429000000000002,1.0,91.0
5320,,,,,AL,,Bullock County,Alabama,10552.0,2728.0,258.53,25.853,1.0,11.0
5321,,,,,AL,,Hale County,Alabama,15159.0,3858.0,254.5,25.45,1.0,65.0
5322,,,,,AL,,Butler County,Alabama,20280.0,5126.0,252.76,25.276,1.0,13.0
5323,,,,,AL,,Pike County,Alabama,33277.0,8074.0,242.63,24.263,1.0,109.0
5324,,,,,AL,,Clarke County,Alabama,24847.0,6023.0,242.4,24.24,1.0,25.0
5325,,,,,AL,,Lamar County,Alabama,14066.0,3322.0,236.17,23.616999999999997,1.0,75.0
5326,,,,,AL,,Escambia County,Alabama,37875.0,8894.0,234.83,23.483,1.0,53.0
5327,,,,,AL,,Barbour County,Alabama,26614.0,6235.0,234.28,23.428,1.0,5.0
5328,,,,,AL,,Tallapoosa County,Alabama,40958.0,9431.0,230.26,23.026,1.0,123.0
5329,,,,,AL,,Pickens County,Alabama,20042.0,4575.0,228.27,22.826999999999998,1.0,107.0
5330,,,,,AL,,Macon County,Alabama,19684.0,4442.0,225.67,22.566999999999997,1.0,87.0
5331,,,,,AL,,Geneva County,Alabama,26765.0,6011.0,224.58,22.458000000000002,1.0,61.0
5332,,,,,AL,,Lee County,Alabama,153947.0,34085.0,221.41,22.141,1.0,81.0
5333,,,,,AL,,Franklin County,Alabama,31573.0,6951.0,220.16,22.016,1.0,59.0
5334,,,,,AL,,Walker County,Alabama,65593.0,14174.0,216.09,21.609,1.0,127.0
5335,,,,,AL,,Washington County,Alabama,16909.0,3585.0,212.02,21.201999999999998,1.0,129.0
5336,,,,,AL,,Russell County,Alabama,58636.0,12423.0,211.87,21.186999999999998,1.0,113.0
5337,,,,,AL,,Montgomery County,Alabama,227392.0,46982.0,206.61,20.660999999999998,1.0,101.0
5338,,,,,AL,,Choctaw County,Alabama,13287.0,2743.0,206.44,20.644000000000002,1.0,23.0
5339,,,,,AL,,Marshall County,Alabama,94534.0,19138.0,202.45,20.245,1.0,95.0
5340,,,,,AL,,Winston County,Alabama,24013.0,4833.0,201.27,20.127,1.0,133.0
5341,,,,,AL,,Randolph County,Alabama,22615.0,4542.0,200.84,20.084,1.0,111.0
5342,,,,,AL,,Chilton County,Alabama,43817.0,8779.0,200.36,20.035999999999998,1.0,21.0
5343,,,,,AL,,Chambers County,Alabama,34018.0,6805.0,200.04,20.004,1.0,17.0
5344,,,,,AL,,Dale County,Alabama,49607.0,9897.0,199.51,19.951,1.0,45.0
5345,,,,,AL,,Talladega County,Alabama,81057.0,16119.0,198.86,19.886,1.0,121.0
5346,,,,,AL,,DeKalb County,Alabama,70937.0,13872.0,195.55,19.555,1.0,49.0
5347,,,,,AL,,Cleburne County,Alabama,14991.0,2889.0,192.72,19.272000000000002,1.0,29.0
5348,,,,,AL,,Calhoun County,Alabama,115883.0,22135.0,191.01,19.101,1.0,15.0
5349,,,,,AL,,Mobile County,Alabama,414291.0,78633.0,189.8,18.98,1.0,97.0
5350,,,,,AL,,Houston County,Alabama,103891.0,19415.0,186.88,18.688,1.0,69.0
5351,,,,,AL,,Covington County,Alabama,37729.0,7031.0,186.36,18.636,1.0,39.0
5352,,,,,AL,,Jackson County,Alabama,52608.0,9780.0,185.9,18.59,1.0,71.0
5353,,,,,AL,,Marion County,Alabama,30239.0,5509.0,182.18,18.218,1.0,93.0
5354,,,,,AL,,Etowah County,Alabama,103363.0,18713.0,181.04,18.104,1.0,55.0
5355,,,,,AL,,Lawrence County,Alabama,33433.0,6050.0,180.96,18.096,1.0,79.0
5356,,,,,AL,,Crenshaw County,Alabama,13896.0,2484.0,178.76,17.875999999999998,1.0,41.0
5357,,,,,AL,,Lauderdale County,Alabama,92641.0,16538.0,178.52,17.852,1.0,77.0
5358,,,,,AL,,Jefferson County,Alabama,659096.0,116750.0,177.14,17.714000000000002,1.0,73.0
5359,,,,,AL,,Fayette County,Alabama,16783.0,2863.0,170.59,17.059,1.0,57.0
5360,,,,,AL,,Tuscaloosa County,Alabama,202471.0,34470.0,170.25,17.025,1.0,125.0
5361,,,,,AL,,Cullman County,Alabama,81316.0,13718.0,168.7,16.87,1.0,43.0
5362,,,,,AL,,Colbert County,Alabama,54377.0,8910.0,163.86,16.386,1.0,33.0
5363,,,,,AL,,Blount County,Alabama,57704.0,9441.0,163.61,16.361,1.0,9.0
5364,,,,,AL,,Clay County,Alabama,13483.0,2195.0,162.8,16.28,1.0,27.0
5365,,,,,AL,,Cherokee County,Alabama,25897.0,4188.0,161.72,16.172,1.0,19.0
5366,,,,,AL,,Coffee County,Alabama,50991.0,8219.0,161.19,16.119,1.0,31.0
5367,,,,,AL,,Morgan County,Alabama,119555.0,19172.0,160.36,16.035999999999998,1.0,103.0
5368,,,,,AL,,Henry County,Alabama,17187.0,2586.0,150.46,15.046,1.0,67.0
5369,,,,,AL,,Bibb County,Alabama,22572.0,3390.0,150.19,15.019,1.0,7.0
5370,,,,,AL,,Coosa County,Alabama,10864.0,1610.0,148.2,14.82,1.0,37.0
5371,,,,,AL,,Limestone County,Alabama,90257.0,12290.0,136.17,13.617,1.0,83.0
5372,,,,,AL,,Elmore County,Alabama,80957.0,10893.0,134.55,13.455,1.0,51.0
5373,,,,,AL,,St. Clair County,Alabama,86576.0,11582.0,133.78,13.378,1.0,115.0
5374,,,,,AL,,Madison County,Alabama,349973.0,45287.0,129.4,12.94,1.0,89.0
5375,,,,,AL,,Baldwin County,Alabama,199510.0,25551.0,128.07,12.807,1.0,3.0
5376,,,,,AL,,Autauga County,Alabama,55049.0,6697.0,121.66,12.165999999999999,1.0,1.0
5377,,,,,AL,,Shelby County,Alabama,205951.0,17227.0,83.65,8.365,1.0,117.0
5378,,,,,TX,,Starr County,Texas,63008.0,23445.0,372.1,37.21,48.0,427.0
5379,,,,,TX,,Zavala County,Texas,12107.0,4248.0,350.87,35.086999999999996,48.0,507.0
5380,,,,,TX,,Zapata County,Texas,14335.0,4857.0,338.82,33.882,48.0,505.0
5381,,,,,TX,,Willacy County,Texas,21944.0,7371.0,335.9,33.59,48.0,489.0
5382,,,,,TX,,Brooks County,Texas,7217.0,2358.0,326.73,32.673,48.0,47.0
5383,,,,,TX,,Cameron County,Texas,418785.0,136809.0,326.68,32.668,48.0,61.0
5384,,,,,TX,,Hudspeth County,Texas,3481.0,1131.0,324.91,32.491,48.0,229.0
5385,,,,,TX,,Hidalgo County,Texas,828334.0,267812.0,323.31,32.330999999999996,48.0,215.0
5386,,,,,TX,,Webb County,Texas,266006.0,84134.0,316.29,31.629,48.0,479.0
5387,,,,,TX,,Hall County,Texas,3162.0,889.0,281.15,28.115,48.0,191.0
5388,,,,,TX,,San Augustine County,Texas,8556.0,2213.0,258.65,25.865,48.0,405.0
5389,,,,,TX,,Brazos County,Texas,209896.0,52652.0,250.85,25.085,48.0,41.0
5390,,,,,TX,,Terrell County,Texas,778.0,194.0,249.36,24.936,48.0,443.0
5391,,,,,TX,,Cottle County,Texas,1560.0,388.0,248.72,24.872,48.0,101.0
5392,,,,,TX,,Presidio County,Texas,7144.0,1749.0,244.82,24.482,48.0,377.0
5393,,,,,TX,,Maverick County,Texas,56830.0,13879.0,244.22,24.421999999999997,48.0,323.0
5394,,,,,TX,,Culberson County,Texas,2259.0,535.0,236.83,23.683000000000003,48.0,109.0
5395,,,,,TX,,Erath County,Texas,40641.0,9500.0,233.75,23.375,48.0,143.0
5396,,,,,TX,,Duval County,Texas,11510.0,2675.0,232.41,23.241,48.0,131.0
5397,,,,,TX,,Dimmit County,Texas,10842.0,2504.0,230.95,23.095,48.0,127.0
5398,,,,,TX,,Sabine County,Texas,10367.0,2385.0,230.06,23.006,48.0,403.0
5399,,,,,TX,,Kenedy County,Texas,558.0,127.0,227.6,22.76,48.0,261.0
5400,,,,,TX,,Shelby County,Texas,25705.0,5792.0,225.33,22.533,48.0,419.0
5401,,,,,TX,,Nacogdoches County,Texas,65556.0,14631.0,223.18,22.318,48.0,347.0
5402,,,,,TX,,Kleberg County,Texas,31877.0,7110.0,223.04,22.304000000000002,48.0,273.0
5403,,,,,TX,,Crockett County,Texas,3836.0,851.0,221.85,22.185,48.0,105.0
5404,,,,,TX,,El Paso County,Texas,833592.0,183925.0,220.64,22.064,48.0,141.0
5405,,,,,TX,,Floyd County,Texas,6088.0,1330.0,218.46,21.846,48.0,153.0
5406,,,,,TX,,Falls County,Texas,17265.0,3756.0,217.55,21.755,48.0,145.0
5407,,,,,TX,,Swisher County,Texas,7639.0,1639.0,214.56,21.456,48.0,437.0
5408,,,,,TX,,Matagorda County,Texas,36719.0,7877.0,214.52,21.451999999999998,48.0,321.0
5409,,,,,TX,,Delta County,Texas,5226.0,1110.0,212.4,21.24,48.0,119.0
5410,,,,,TX,,Marion County,Texas,10191.0,2161.0,212.05,21.205,48.0,315.0
5411,,,,,TX,,Limestone County,Texas,23469.0,4976.0,212.02,21.201999999999998,48.0,293.0
5412,,,,,TX,,Houston County,Texas,22802.0,4801.0,210.55,21.055,48.0,225.0
5413,,,,,TX,,Comanche County,Texas,13506.0,2825.0,209.17,20.916999999999998,48.0,93.0
5414,,,,,TX,,Jim Hogg County,Texas,5218.0,1088.0,208.51,20.851,48.0,247.0
5415,,,,,TX,,Potter County,Texas,121883.0,25187.0,206.65,20.665,48.0,375.0
5416,,,,,TX,,Cherokee County,Texas,51257.0,10570.0,206.22,20.622,48.0,73.0
5417,,,,,TX,,Stephens County,Texas,9787.0,2012.0,205.58,20.558000000000003,48.0,429.0
5418,,,,,TX,,Jim Wells County,Texas,41486.0,8471.0,204.19,20.419,48.0,249.0
5419,,,,,TX,,Titus County,Texas,32592.0,6654.0,204.16,20.416,48.0,449.0
5420,,,,,TX,,Lamb County,Texas,13561.0,2763.0,203.75,20.375,48.0,279.0
5421,,,,,TX,,Uvalde County,Texas,27055.0,5484.0,202.7,20.27,48.0,463.0
5422,,,,,TX,,Val Verde County,Texas,48862.0,9811.0,200.79,20.079,48.0,465.0
5423,,,,,TX,,Upton County,Texas,3475.0,695.0,200.0,20.0,48.0,461.0
5424,,,,,TX,,Hansford County,Texas,5552.0,1096.0,197.41,19.741,48.0,195.0
5425,,,,,TX,,Lynn County,Texas,5723.0,1128.0,197.1,19.71,48.0,305.0
5426,,,,,TX,,Crosby County,Texas,5987.0,1177.0,196.59,19.659000000000002,48.0,107.0
5427,,,,,TX,,Karnes County,Texas,14984.0,2936.0,195.94,19.594,48.0,255.0
5428,,,,,TX,,Navarro County,Texas,48177.0,9418.0,195.49,19.549,48.0,349.0
5429,,,,,TX,,Fisher County,Texas,3847.0,752.0,195.48,19.548,48.0,151.0
5430,,,,,TX,,Lamar County,Texas,49626.0,9691.0,195.28,19.528,48.0,277.0
5431,,,,,TX,,Cochran County,Texas,2955.0,569.0,192.55,19.255,48.0,79.0
5432,,,,,TX,,Hale County,Texas,35007.0,6740.0,192.53,19.253,48.0,189.0
5433,,,,,TX,,Collingsworth County,Texas,3032.0,582.0,191.95,19.195,48.0,87.0
5434,,,,,TX,,Hopkins County,Texas,35844.0,6880.0,191.94,19.194000000000003,48.0,223.0
5435,,,,,TX,,McLennan County,Texas,243394.0,46681.0,191.79,19.179000000000002,48.0,309.0
5436,,,,,TX,,Camp County,Texas,12631.0,2422.0,191.75,19.175,48.0,63.0
5437,,,,,TX,,Angelina County,Texas,87657.0,16688.0,190.38,19.038,48.0,5.0
5438,,,,,TX,,Childress County,Texas,7059.0,1342.0,190.11,19.011,48.0,75.0
5439,,,,,TX,,Cass County,Texas,30346.0,5736.0,189.02,18.902,48.0,67.0
5440,,,,,TX,,Jefferson County,Texas,252993.0,47369.0,187.23,18.723,48.0,245.0
5441,,,,,TX,,Lubbock County,Texas,294682.0,55027.0,186.73,18.673,48.0,303.0
5442,,,,,TX,,Kimble County,Texas,4453.0,831.0,186.62,18.662,48.0,267.0
5443,,,,,TX,,Bailey County,Texas,7131.0,1322.0,185.39,18.539,48.0,17.0
5444,,,,,TX,,Hill County,Texas,34901.0,6457.0,185.01,18.500999999999998,48.0,217.0
5445,,,,,TX,,Henderson County,Texas,79213.0,14593.0,184.22,18.422,48.0,213.0
5446,,,,,TX,,Bowie County,Texas,93483.0,17166.0,183.63,18.363,48.0,37.0
5447,,,,,TX,,Dallas County,Texas,2513054.0,461045.0,183.46,18.346,48.0,113.0
5448,,,,,TX,,Shackelford County,Texas,3323.0,609.0,183.27,18.327,48.0,417.0
5449,,,,,TX,,Morris County,Texas,12653.0,2316.0,183.04,18.304000000000002,48.0,343.0
5450,,,,,TX,,Hunt County,Texas,89068.0,16281.0,182.79,18.279,48.0,231.0
5451,,,,,TX,,Kinney County,Texas,3578.0,654.0,182.78,18.278,48.0,271.0
5452,,,,,TX,,Coleman County,Texas,8476.0,1545.0,182.28,18.227999999999998,48.0,83.0
5453,,,,,TX,,McCulloch County,Texas,8242.0,1484.0,180.05,18.005,48.0,307.0
5454,,,,,TX,,Frio County,Texas,18542.0,3333.0,179.75,17.975,48.0,163.0
5455,,,,,TX,,Calhoun County,Texas,21805.0,3914.0,179.5,17.95,48.0,57.0
5456,,,,,TX,,Stonewall County,Texas,1233.0,221.0,179.24,17.924,48.0,433.0
5457,,,,,TX,,Real County,Texas,3348.0,599.0,178.91,17.891,48.0,385.0
5458,,,,,TX,,Callahan County,Texas,13596.0,2424.0,178.29,17.829,48.0,59.0
5459,,,,,TX,,Grimes County,Texas,27140.0,4819.0,177.56,17.756,48.0,185.0
5460,,,,,TX,,Gregg County,Texas,123283.0,21785.0,176.71,17.671,48.0,183.0
5461,,,,,TX,,Moore County,Texas,22186.0,3908.0,176.15,17.615,48.0,341.0
