Case Type,Count,Date,Province/State,State Abbr,Country/Region
Deaths,0,2/4/2020,Boston, MA,US
Deaths,0,2/4/2020,San Benito, CA,US
Deaths,0,2/4/2020,Madison, WI,US
Deaths,0,2/4/2020,San Diego County, CA,US
Deaths,0,2/4/2020,San Antonio, TX,US
Deaths,0,2/4/2020,Omaha, NE ,US
Deaths,0,2/4/2020,Travis, CA ,US
Deaths,0,2/4/2020,Lackland, TX ,US
Deaths,0,2/4/2020,Humboldt County, CA,US
Deaths,0,2/4/2020,Sacramento County, CA,US
Deaths,0,2/4/2020, Montreal, QC,Canada
Deaths,0,2/4/2020,Snohomish County, WA,US
Deaths,0,2/4/2020,Providence, RI,US
Deaths,0,2/4/2020,Grafton County, NH,US
Deaths,0,2/4/2020,Hillsborough, FL,US
Deaths,0,2/4/2020,New York City, NY,US
Deaths,0,2/4/2020,Placer County, CA,US
Deaths,0,2/4/2020,San Mateo, CA,US
Deaths,0,2/4/2020,Sarasota, FL,US
Deaths,0,2/4/2020,Sonoma County, CA,US
Deaths,0,2/4/2020,Umatilla, OR,US
Deaths,0,2/4/2020,Fulton County, GA,US
Deaths,0,2/4/2020,Washington County, OR,US
Deaths,0,2/4/2020, Norfolk County, MA,US
Deaths,0,2/4/2020,Berkeley, CA,US
Deaths,0,2/4/2020,Maricopa County, AZ,US
Deaths,0,2/4/2020,Wake County, NC,US
Deaths,0,2/4/2020,Westchester County, NY,US
Deaths,0,2/4/2020,Orange County, CA,US
Deaths,0,2/4/2020,Contra Costa County, CA,US
Deaths,0,2/5/2020,King County, WA,US
Deaths,0,2/5/2020,Cook County, IL,US
Deaths,0,2/5/2020,Tempe, AZ,US
Deaths,0,2/5/2020,Toronto, ON,Canada
Deaths,0,2/5/2020,Los Angeles, CA,US
Deaths,0,2/5/2020,London, ON,Canada
Deaths,0,2/5/2020,Santa Clara, CA,US
Deaths,0,2/5/2020,Boston, MA,US
Deaths,0,2/5/2020,San Benito, CA,US
Deaths,0,2/5/2020,Madison, WI,US
Deaths,0,2/5/2020,San Diego County, CA,US
Deaths,0,2/5/2020,San Antonio, TX,US
Deaths,0,2/5/2020,Omaha, NE ,US
Deaths,0,2/5/2020,Travis, CA ,US
Deaths,0,2/5/2020,Lackland, TX ,US
Deaths,0,2/5/2020,Humboldt County, CA,US
Deaths,0,2/5/2020,Sacramento County, CA,US
Deaths,0,2/5/2020, Montreal, QC,Canada
Deaths,0,2/5/2020,Snohomish County, WA,US
Deaths,0,2/5/2020,Providence, RI,US
Deaths,0,2/5/2020,Grafton County, NH,US
Deaths,0,2/5/2020,Hillsborough, FL,US
Deaths,0,2/5/2020,New York City, NY,US
Deaths,0,2/5/2020,Placer County, CA,US
Deaths,0,2/5/2020,San Mateo, CA,US
Deaths,0,2/5/2020,Sarasota, FL,US
Deaths,0,2/5/2020,Sonoma County, CA,US
Deaths,0,2/5/2020,Umatilla, OR,US
Deaths,0,2/5/2020,Fulton County, GA,US
Deaths,0,2/5/2020,Washington County, OR,US
Deaths,0,2/5/2020, Norfolk County, MA,US
Deaths,0,2/5/2020,Berkeley, CA,US
Deaths,0,2/5/2020,Maricopa County, AZ,US
Deaths,0,2/5/2020,Wake County, NC,US
Deaths,0,2/5/2020,Westchester County, NY,US
Deaths,0,2/5/2020,Orange County, CA,US
Deaths,0,2/5/2020,Contra Costa County, CA,US
Deaths,0,2/6/2020,King County, WA,US
Deaths,0,2/6/2020,Cook County, IL,US
Deaths,0,2/6/2020,Tempe, AZ,US
Deaths,0,2/6/2020,Toronto, ON,Canada
Deaths,0,2/6/2020,Los Angeles, CA,US
Deaths,0,2/6/2020,London, ON,Canada
Deaths,0,2/6/2020,Santa Clara, CA,US
Deaths,0,2/6/2020,Boston, MA,US
Deaths,0,2/6/2020,San Benito, CA,US
Deaths,0,2/6/2020,Madison, WI,US
Deaths,0,2/6/2020,San Diego County, CA,US
Deaths,0,2/6/2020,San Antonio, TX,US
Deaths,0,2/6/2020,Omaha, NE ,US
Deaths,0,2/6/2020,Travis, CA ,US
Deaths,0,2/6/2020,Lackland, TX ,US
Deaths,0,2/6/2020,Humboldt County, CA,US
Deaths,0,2/6/2020,Sacramento County, CA,US
Deaths,0,2/6/2020, Montreal, QC,Canada
Deaths,0,2/6/2020,Snohomish County, WA,US
Deaths,0,2/6/2020,Providence, RI,US
Deaths,0,2/6/2020,Grafton County, NH,US
Deaths,0,2/6/2020,Hillsborough, FL,US
Deaths,0,2/6/2020,New York City, NY,US
Deaths,0,2/6/2020,Placer County, CA,US
Deaths,0,2/6/2020,San Mateo, CA,US
Deaths,0,2/6/2020,Sarasota, FL,US
Deaths,0,2/6/2020,Sonoma County, CA,US
Deaths,0,2/6/2020,Umatilla, OR,US
Deaths,0,2/6/2020,Fulton County, GA,US
Deaths,0,2/6/2020,Washington County, OR,US
Deaths,0,2/6/2020, Norfolk County, MA,US
Deaths,0,2/6/2020,Berkeley, CA,US
Deaths,0,2/6/2020,Maricopa County, AZ,US
Deaths,0,2/6/2020,Wake County, NC,US
Deaths,0,2/6/2020,Westchester County, NY,US
Deaths,0,2/6/2020,Orange County, CA,US
Deaths,0,2/6/2020,Contra Costa County, CA,US
Deaths,0,2/7/2020,King County, WA,US
Deaths,0,2/7/2020,Cook County, IL,US
Deaths,0,2/7/2020,Tempe, AZ,US
Deaths,0,2/7/2020,Toronto, ON,Canada
Deaths,0,2/7/2020,Los Angeles, CA,US
Deaths,0,2/7/2020,London, ON,Canada
Deaths,0,2/7/2020,Santa Clara, CA,US
Deaths,0,2/7/2020,Boston, MA,US
Deaths,0,2/7/2020,San Benito, CA,US
Deaths,0,2/7/2020,Madison, WI,US
Deaths,0,2/7/2020,San Diego County, CA,US
Deaths,0,2/7/2020,San Antonio, TX,US
Deaths,0,2/7/2020,Omaha, NE ,US
Deaths,0,2/7/2020,Travis, CA ,US
Deaths,0,2/7/2020,Lackland, TX ,US
Deaths,0,2/7/2020,Humboldt County, CA,US
Deaths,0,2/7/2020,Sacramento County, CA,US
Deaths,0,2/7/2020, Montreal, QC,Canada
Deaths,0,2/7/2020,Snohomish County, WA,US
Deaths,0,2/7/2020,Providence, RI,US
Deaths,0,2/7/2020,Grafton County, NH,US
Deaths,0,2/7/2020,Hillsborough, FL,US
Deaths,0,2/7/2020,New York City, NY,US
Deaths,0,2/7/2020,Placer County, CA,US
Deaths,0,2/7/2020,San Mateo, CA,US
Deaths,0,2/7/2020,Sarasota, FL,US
Deaths,0,2/7/2020,Sonoma County, CA,US
Deaths,0,2/7/2020,Umatilla, OR,US
Deaths,0,2/7/2020,Fulton County, GA,US
Deaths,0,2/7/2020,Washington County, OR,US
Deaths,0,2/7/2020, Norfolk County, MA,US
Deaths,0,2/7/2020,Berkeley, CA,US
Deaths,0,2/7/2020,Maricopa County, AZ,US
Deaths,0,2/7/2020,Wake County, NC,US
Deaths,0,2/7/2020,Westchester County, NY,US
Deaths,0,2/7/2020,Orange County, CA,US
Deaths,0,2/7/2020,Contra Costa County, CA,US
Deaths,0,2/8/2020,King County, WA,US
Deaths,0,2/8/2020,Cook County, IL,US
Deaths,0,2/8/2020,Tempe, AZ,US
Deaths,0,2/8/2020,Toronto, ON,Canada
Deaths,0,2/8/2020,Los Angeles, CA,US
Deaths,0,2/8/2020,London, ON,Canada
Deaths,0,2/8/2020,Santa Clara, CA,US
Deaths,0,2/8/2020,Boston, MA,US
Deaths,0,2/8/2020,San Benito, CA,US
Deaths,0,2/8/2020,Madison, WI,US
Deaths,0,2/8/2020,San Diego County, CA,US
Deaths,0,2/8/2020,San Antonio, TX,US
Deaths,0,2/8/2020,Omaha, NE ,US
Deaths,0,2/8/2020,Travis, CA ,US
Deaths,0,2/8/2020,Lackland, TX ,US
Deaths,0,2/8/2020,Humboldt County, CA,US
Deaths,0,2/8/2020,Sacramento County, CA,US
Deaths,0,2/8/2020, Montreal, QC,Canada
Deaths,0,2/8/2020,Snohomish County, WA,US
Deaths,0,2/8/2020,Providence, RI,US
Deaths,0,2/8/2020,Grafton County, NH,US
Deaths,0,2/8/2020,Hillsborough, FL,US
Deaths,0,2/8/2020,New York City, NY,US
Deaths,0,2/8/2020,Placer County, CA,US
Deaths,0,2/8/2020,San Mateo, CA,US
Deaths,0,2/8/2020,Sarasota, FL,US
Deaths,0,2/8/2020,Sonoma County, CA,US
Deaths,0,2/8/2020,Umatilla, OR,US
Deaths,0,2/8/2020,Fulton County, GA,US
Deaths,0,2/8/2020,Washington County, OR,US
Deaths,0,2/8/2020, Norfolk County, MA,US
Deaths,0,2/8/2020,Berkeley, CA,US
Deaths,0,2/8/2020,Maricopa County, AZ,US
Deaths,0,2/8/2020,Wake County, NC,US
Deaths,0,2/8/2020,Westchester County, NY,US
Deaths,0,2/8/2020,Orange County, CA,US
Deaths,0,2/8/2020,Contra Costa County, CA,US
Deaths,0,2/9/2020,King County, WA,US
Deaths,0,2/9/2020,Cook County, IL,US
Deaths,0,2/9/2020,Tempe, AZ,US
Deaths,0,2/9/2020,Toronto, ON,Canada
Deaths,0,2/9/2020,Los Angeles, CA,US
Deaths,0,2/9/2020,London, ON,Canada
Deaths,0,2/9/2020,Santa Clara, CA,US
Deaths,0,2/9/2020,Boston, MA,US
Deaths,0,2/9/2020,San Benito, CA,US
Deaths,0,2/9/2020,Madison, WI,US
Deaths,0,2/9/2020,San Diego County, CA,US
Deaths,0,2/9/2020,San Antonio, TX,US
Deaths,0,2/9/2020,Omaha, NE ,US
Deaths,0,2/9/2020,Travis, CA ,US
Deaths,0,2/9/2020,Lackland, TX ,US
Deaths,0,2/9/2020,Humboldt County, CA,US
Deaths,0,2/9/2020,Sacramento County, CA,US
Deaths,0,2/9/2020, Montreal, QC,Canada
Deaths,0,2/9/2020,Snohomish County, WA,US
Deaths,0,2/9/2020,Providence, RI,US
Deaths,0,2/9/2020,Grafton County, NH,US
Deaths,0,2/9/2020,Hillsborough, FL,US
Deaths,0,2/9/2020,New York City, NY,US
Deaths,0,2/9/2020,Placer County, CA,US
Deaths,0,2/9/2020,San Mateo, CA,US
Deaths,0,2/9/2020,Sarasota, FL,US
Deaths,0,2/9/2020,Sonoma County, CA,US
Deaths,0,2/9/2020,Umatilla, OR,US
Deaths,0,2/9/2020,Fulton County, GA,US
Deaths,0,2/9/2020,Washington County, OR,US
Deaths,0,2/9/2020, Norfolk County, MA,US
Deaths,0,2/9/2020,Berkeley, CA,US
Deaths,0,2/9/2020,Maricopa County, AZ,US
Deaths,0,2/9/2020,Wake County, NC,US
Deaths,0,2/9/2020,Westchester County, NY,US
Deaths,0,2/9/2020,Orange County, CA,US
Deaths,0,2/9/2020,Contra Costa County, CA,US
Deaths,0,3/1/2020,King County, WA,US
Deaths,0,3/1/2020,Cook County, IL,US
Deaths,0,3/1/2020,Tempe, AZ,US
Deaths,0,3/1/2020,Toronto, ON,Canada
Deaths,0,3/1/2020,Los Angeles, CA,US
Deaths,0,3/1/2020,London, ON,Canada
Deaths,0,3/1/2020,Santa Clara, CA,US
Deaths,0,3/1/2020,Boston, MA,US
Deaths,0,3/1/2020,San Benito, CA,US
Deaths,0,3/1/2020,Madison, WI,US
Deaths,0,3/1/2020,San Diego County, CA,US
Deaths,0,3/1/2020,San Antonio, TX,US
Deaths,0,3/1/2020,Omaha, NE ,US
Deaths,0,3/1/2020,Travis, CA ,US
Deaths,0,3/1/2020,Lackland, TX ,US
Deaths,0,3/1/2020,Humboldt County, CA,US
Deaths,0,3/1/2020,Sacramento County, CA,US
Deaths,0,3/1/2020, Montreal, QC,Canada
Deaths,0,3/1/2020,Snohomish County, WA,US
Deaths,0,3/1/2020,Providence, RI,US
Deaths,0,3/1/2020,Grafton County, NH,US
Deaths,0,3/1/2020,Hillsborough, FL,US
Deaths,0,3/1/2020,New York City, NY,US
Deaths,0,3/1/2020,Placer County, CA,US
Deaths,0,3/1/2020,San Mateo, CA,US
Deaths,0,3/1/2020,Sarasota, FL,US
Deaths,0,3/1/2020,Sonoma County, CA,US
Deaths,0,3/1/2020,Umatilla, OR,US
Deaths,0,3/1/2020,Fulton County, GA,US
Deaths,0,3/1/2020,Washington County, OR,US
Deaths,0,3/1/2020, Norfolk County, MA,US
Deaths,0,3/1/2020,Berkeley, CA,US
Deaths,0,3/1/2020,Maricopa County, AZ,US
Deaths,0,3/1/2020,Wake County, NC,US
Deaths,0,3/1/2020,Westchester County, NY,US
Deaths,0,3/1/2020,Orange County, CA,US
Deaths,0,3/1/2020,Contra Costa County, CA,US
Deaths,4,3/2/2020,King County, WA,US
Deaths,0,3/2/2020,Cook County, IL,US
Deaths,0,3/2/2020,Tempe, AZ,US
Deaths,0,3/2/2020,Toronto, ON,Canada
Deaths,0,3/2/2020,Los Angeles, CA,US
Deaths,0,3/2/2020,London, ON,Canada
Deaths,0,3/2/2020,Santa Clara, CA,US
Deaths,0,3/2/2020,Boston, MA,US
Deaths,0,3/2/2020,San Benito, CA,US
Deaths,0,3/2/2020,Madison, WI,US
Deaths,0,3/2/2020,San Diego County, CA,US
Deaths,0,3/2/2020,San Antonio, TX,US
Deaths,0,3/2/2020,Omaha, NE ,US
Deaths,0,3/2/2020,Travis, CA ,US
Deaths,0,3/2/2020,Lackland, TX ,US
Deaths,0,3/2/2020,Humboldt County, CA,US
Deaths,0,3/2/2020,Sacramento County, CA,US
Deaths,0,3/2/2020, Montreal, QC,Canada
Deaths,1,3/2/2020,Snohomish County, WA,US
Deaths,0,3/2/2020,Providence, RI,US
Deaths,0,3/2/2020,Grafton County, NH,US
Deaths,0,3/2/2020,Hillsborough, FL,US
Deaths,0,3/2/2020,New York City, NY,US
Deaths,0,3/2/2020,Placer County, CA,US
Deaths,0,3/2/2020,San Mateo, CA,US
Deaths,0,3/2/2020,Sarasota, FL,US
Deaths,0,3/2/2020,Sonoma County, CA,US
Deaths,0,3/2/2020,Umatilla, OR,US
Deaths,0,3/2/2020,Fulton County, GA,US
Deaths,0,3/2/2020,Washington County, OR,US
Deaths,0,3/2/2020, Norfolk County, MA,US
Deaths,0,3/2/2020,Berkeley, CA,US
Deaths,0,3/2/2020,Maricopa County, AZ,US
Deaths,0,3/2/2020,Wake County, NC,US
Deaths,0,3/2/2020,Westchester County, NY,US
Deaths,0,3/2/2020,Orange County, CA,US
Deaths,0,3/2/2020,Contra Costa County, CA,US
Deaths,1,3/3/2020,King County, WA,US
Deaths,0,3/3/2020,Cook County, IL,US
Deaths,0,3/3/2020,Tempe, AZ,US
Deaths,0,3/3/2020,Toronto, ON,Canada
Deaths,0,3/3/2020,Los Angeles, CA,US
Deaths,0,3/3/2020,London, ON,Canada
Deaths,0,3/3/2020,Santa Clara, CA,US
Deaths,0,3/3/2020,Boston, MA,US
Deaths,0,3/3/2020,San Benito, CA,US
Deaths,0,3/3/2020,Madison, WI,US
Deaths,0,3/3/2020,San Diego County, CA,US
Deaths,0,3/3/2020,San Antonio, TX,US
Deaths,0,3/3/2020,Omaha, NE ,US
Deaths,0,3/3/2020,Travis, CA ,US
Deaths,0,3/3/2020,Lackland, TX ,US
Deaths,0,3/3/2020,Humboldt County, CA,US
Deaths,0,3/3/2020,Sacramento County, CA,US
Deaths,0,3/3/2020, Montreal, QC,Canada
Deaths,0,3/3/2020,Snohomish County, WA,US
Deaths,0,3/3/2020,Providence, RI,US
Deaths,0,3/3/2020,Grafton County, NH,US
Deaths,0,3/3/2020,Hillsborough, FL,US
Deaths,0,3/3/2020,New York City, NY,US
Deaths,0,3/3/2020,Placer County, CA,US
Deaths,0,3/3/2020,San Mateo, CA,US
Deaths,0,3/3/2020,Sarasota, FL,US
Deaths,0,3/3/2020,Sonoma County, CA,US
Deaths,0,3/3/2020,Umatilla, OR,US
Deaths,0,3/3/2020,Fulton County, GA,US
Deaths,0,3/3/2020,Washington County, OR,US
Deaths,0,3/3/2020, Norfolk County, MA,US
Deaths,0,3/3/2020,Berkeley, CA,US
Deaths,0,3/3/2020,Maricopa County, AZ,US
Deaths,0,3/3/2020,Wake County, NC,US
Deaths,0,3/3/2020,Westchester County, NY,US
Deaths,0,3/3/2020,Orange County, CA,US
Deaths,0,3/3/2020,Contra Costa County, CA,US
Recovered,0,3/4/2020,King County, WA,US
Recovered,0,3/4/2020,Cook County, IL,US
Recovered,0,3/4/2020,Tempe, AZ,US
Recovered,0,3/4/2020,Toronto, ON,Canada
Recovered,0,3/4/2020,Los Angeles, CA,US
Recovered,0,3/4/2020,London, ON,Canada
Recovered,0,3/4/2020,Santa Clara, CA,US
Recovered,0,3/4/2020,Boston, MA,US
Recovered,0,3/4/2020,San Benito, CA,US
Recovered,0,3/4/2020,Madison, WI,US
Recovered,0,3/4/2020,San Diego County, CA,US
Recovered,0,3/4/2020,San Antonio, TX,US
Recovered,0,3/4/2020,Omaha, NE ,US
Recovered,0,3/4/2020,Travis, CA ,US
Recovered,0,3/4/2020,Lackland, TX ,US
Recovered,0,3/4/2020,Humboldt County, CA,US
Recovered,0,3/4/2020,Sacramento County, CA,US
Recovered,0,3/4/2020, Montreal, QC,Canada
Recovered,0,3/4/2020,Snohomish County, WA,US
Recovered,0,3/4/2020,Providence, RI,US
Recovered,0,3/4/2020,Grafton County, NH,US
Recovered,0,3/4/2020,Hillsborough, FL,US
Recovered,0,3/4/2020,New York City, NY,US
Recovered,0,3/4/2020,Placer County, CA,US
Recovered,0,3/4/2020,San Mateo, CA,US
Recovered,0,3/4/2020,Sarasota, FL,US
Recovered,0,3/4/2020,Sonoma County, CA,US
Recovered,0,3/4/2020,Umatilla, OR,US
Recovered,0,3/4/2020,Fulton County, GA,US
Recovered,0,3/4/2020,Washington County, OR,US
Recovered,0,3/4/2020, Norfolk County, MA,US
Recovered,0,3/4/2020,Berkeley, CA,US
Recovered,0,3/4/2020,Maricopa County, AZ,US
Recovered,0,3/4/2020,Wake County, NC,US
Recovered,0,3/4/2020,Westchester County, NY,US
Recovered,0,3/4/2020,Orange County, CA,US
Recovered,0,3/4/2020,Contra Costa County, CA,US
Recovered,0,1/22/2020,King County, WA,US
Recovered,0,1/22/2020,Cook County, IL,US
Recovered,0,1/22/2020,Tempe, AZ,US
Recovered,0,1/22/2020,Toronto, ON,Canada
Recovered,0,1/22/2020,Los Angeles, CA,US
Recovered,0,1/22/2020,London, ON,Canada
Recovered,0,1/22/2020,Santa Clara, CA,US
Recovered,0,1/22/2020,Boston, MA,US
Recovered,0,1/22/2020,San Benito, CA,US
Recovered,0,1/22/2020,Madison, WI,US
Recovered,0,1/22/2020,San Diego County, CA,US
Recovered,0,1/22/2020,San Antonio, TX,US
Recovered,0,1/22/2020,Omaha, NE ,US
Recovered,0,1/22/2020,Travis, CA ,US
Recovered,0,1/22/2020,Lackland, TX ,US
Recovered,0,1/22/2020,Humboldt County, CA,US
Recovered,0,1/22/2020,Sacramento County, CA,US
Recovered,0,1/22/2020, Montreal, QC,Canada
Recovered,0,1/22/2020,Snohomish County, WA,US
Recovered,0,1/22/2020,Providence, RI,US
Recovered,0,1/22/2020,Grafton County, NH,US
Recovered,0,1/22/2020,Hillsborough, FL,US
Recovered,0,1/22/2020,New York City, NY,US
Recovered,0,1/22/2020,Placer County, CA,US
Recovered,0,1/22/2020,San Mateo, CA,US
Recovered,0,1/22/2020,Sarasota, FL,US
Recovered,0,1/22/2020,Sonoma County, CA,US
Recovered,0,1/22/2020,Umatilla, OR,US
Recovered,0,1/22/2020,Fulton County, GA,US
Recovered,0,1/22/2020,Washington County, OR,US
Recovered,0,1/22/2020, Norfolk County, MA,US
Recovered,0,1/22/2020,Berkeley, CA,US
Recovered,0,1/22/2020,Maricopa County, AZ,US
Recovered,0,1/22/2020,Wake County, NC,US
Recovered,0,1/22/2020,Westchester County, NY,US
Recovered,0,1/22/2020,Orange County, CA,US
Recovered,0,1/22/2020,Contra Costa County, CA,US
Recovered,0,1/23/2020,King County, WA,US
Recovered,0,1/23/2020,Cook County, IL,US
Recovered,0,1/23/2020,Tempe, AZ,US
Recovered,0,1/23/2020,Toronto, ON,Canada
Recovered,0,1/23/2020,Los Angeles, CA,US
Recovered,0,1/23/2020,London, ON,Canada
Recovered,0,1/23/2020,Santa Clara, CA,US
Recovered,0,1/23/2020,Boston, MA,US
Recovered,0,1/23/2020,San Benito, CA,US
Recovered,0,1/23/2020,Madison, WI,US
Recovered,0,1/23/2020,San Diego County, CA,US
Recovered,0,1/23/2020,San Antonio, TX,US
Recovered,0,1/23/2020,Omaha, NE ,US
Recovered,0,1/23/2020,Travis, CA ,US
Recovered,0,1/23/2020,Lackland, TX ,US
Recovered,0,1/23/2020,Humboldt County, CA,US
Recovered,0,1/23/2020,Sacramento County, CA,US
Recovered,0,1/23/2020, Montreal, QC,Canada
Recovered,0,1/23/2020,Snohomish County, WA,US
Recovered,0,1/23/2020,Providence, RI,US
Recovered,0,1/23/2020,Grafton County, NH,US
Recovered,0,1/23/2020,Hillsborough, FL,US
Recovered,0,1/23/2020,New York City, NY,US
Recovered,0,1/23/2020,Placer County, CA,US
Recovered,0,1/23/2020,San Mateo, CA,US
Recovered,0,1/23/2020,Sarasota, FL,US
Recovered,0,1/23/2020,Sonoma County, CA,US
Recovered,0,1/23/2020,Umatilla, OR,US
Recovered,0,1/23/2020,Fulton County, GA,US
Recovered,0,1/23/2020,Washington County, OR,US
Recovered,0,1/23/2020, Norfolk County, MA,US
Recovered,0,1/23/2020,Berkeley, CA,US
Recovered,0,1/23/2020,Maricopa County, AZ,US
Recovered,0,1/23/2020,Wake County, NC,US
Recovered,0,1/23/2020,Westchester County, NY,US
Recovered,0,1/23/2020,Orange County, CA,US
Recovered,0,1/23/2020,Contra Costa County, CA,US
Recovered,0,1/24/2020,King County, WA,US
Recovered,0,1/24/2020,Cook County, IL,US
Recovered,0,1/24/2020,Tempe, AZ,US
Recovered,0,1/24/2020,Toronto, ON,Canada
Recovered,0,1/24/2020,Los Angeles, CA,US
Recovered,0,1/24/2020,London, ON,Canada
Recovered,0,1/24/2020,Santa Clara, CA,US
Recovered,0,1/24/2020,Boston, MA,US
Recovered,0,1/24/2020,San Benito, CA,US
Recovered,0,1/24/2020,Madison, WI,US
Recovered,0,1/24/2020,San Diego County, CA,US
Recovered,0,1/24/2020,San Antonio, TX,US
Recovered,0,1/24/2020,Omaha, NE ,US
Recovered,0,1/24/2020,Travis, CA ,US
Recovered,0,1/24/2020,Lackland, TX ,US
Recovered,0,1/24/2020,Humboldt County, CA,US
Recovered,0,1/24/2020,Sacramento County, CA,US
Recovered,0,1/24/2020, Montreal, QC,Canada
Recovered,0,1/24/2020,Snohomish County, WA,US
Recovered,0,1/24/2020,Providence, RI,US
Recovered,0,1/24/2020,Grafton County, NH,US
Recovered,0,1/24/2020,Hillsborough, FL,US
Recovered,0,1/24/2020,New York City, NY,US
Recovered,0,1/24/2020,Placer County, CA,US
Recovered,0,1/24/2020,San Mateo, CA,US
Recovered,0,1/24/2020,Sarasota, FL,US
Recovered,0,1/24/2020,Sonoma County, CA,US
Recovered,0,1/24/2020,Umatilla, OR,US
Recovered,0,1/24/2020,Fulton County, GA,US
Recovered,0,1/24/2020,Washington County, OR,US
Recovered,0,1/24/2020, Norfolk County, MA,US
Recovered,0,1/24/2020,Berkeley, CA,US
Recovered,0,1/24/2020,Maricopa County, AZ,US
Recovered,0,1/24/2020,Wake County, NC,US
Recovered,0,1/24/2020,Westchester County, NY,US
Recovered,0,1/24/2020,Orange County, CA,US
Recovered,0,1/24/2020,Contra Costa County, CA,US
Recovered,0,1/25/2020,King County, WA,US
Recovered,0,1/25/2020,Cook County, IL,US
Recovered,0,1/25/2020,Tempe, AZ,US
Recovered,0,1/25/2020,Toronto, ON,Canada
Recovered,0,1/25/2020,Los Angeles, CA,US
Recovered,0,1/25/2020,London, ON,Canada
Recovered,0,1/25/2020,Santa Clara, CA,US
Recovered,0,1/25/2020,Boston, MA,US
Recovered,0,1/25/2020,San Benito, CA,US
Recovered,0,1/25/2020,Madison, WI,US
Recovered,0,1/25/2020,San Diego County, CA,US
Recovered,0,1/25/2020,San Antonio, TX,US
Recovered,0,1/25/2020,Omaha, NE ,US
Recovered,0,1/25/2020,Travis, CA ,US
Recovered,0,1/25/2020,Lackland, TX ,US
Recovered,0,1/25/2020,Humboldt County, CA,US
Recovered,0,1/25/2020,Sacramento County, CA,US
Recovered,0,1/25/2020, Montreal, QC,Canada
Recovered,0,1/25/2020,Snohomish County, WA,US
Recovered,0,1/25/2020,Providence, RI,US
Recovered,0,1/25/2020,Grafton County, NH,US
Recovered,0,1/25/2020,Hillsborough, FL,US
Recovered,0,1/25/2020,New York City, NY,US
Recovered,0,1/25/2020,Placer County, CA,US
Recovered,0,1/25/2020,San Mateo, CA,US
Recovered,0,1/25/2020,Sarasota, FL,US
Recovered,0,1/25/2020,Sonoma County, CA,US
Recovered,0,1/25/2020,Umatilla, OR,US
Recovered,0,1/25/2020,Fulton County, GA,US
Recovered,0,1/25/2020,Washington County, OR,US
Recovered,0,1/25/2020, Norfolk County, MA,US
Recovered,0,1/25/2020,Berkeley, CA,US
Recovered,0,1/25/2020,Maricopa County, AZ,US
Recovered,0,1/25/2020,Wake County, NC,US
Recovered,0,1/25/2020,Westchester County, NY,US
Recovered,0,1/25/2020,Orange County, CA,US
Recovered,0,1/25/2020,Contra Costa County, CA,US
Recovered,0,1/26/2020,King County, WA,US
Recovered,0,1/26/2020,Cook County, IL,US
Recovered,0,1/26/2020,Tempe, AZ,US
Recovered,0,1/26/2020,Toronto, ON,Canada
Recovered,0,1/26/2020,Los Angeles, CA,US
Recovered,0,1/26/2020,London, ON,Canada
Recovered,0,1/26/2020,Santa Clara, CA,US
Recovered,0,1/26/2020,Boston, MA,US
Recovered,0,1/26/2020,San Benito, CA,US
Recovered,0,1/26/2020,Madison, WI,US
Recovered,0,1/26/2020,San Diego County, CA,US
Recovered,0,1/26/2020,San Antonio, TX,US
Recovered,0,1/26/2020,Omaha, NE ,US
Recovered,0,1/26/2020,Travis, CA ,US
Recovered,0,1/26/2020,Lackland, TX ,US
Recovered,0,1/26/2020,Humboldt County, CA,US
Recovered,0,1/26/2020,Sacramento County, CA,US
Recovered,0,1/26/2020, Montreal, QC,Canada
Recovered,0,1/26/2020,Snohomish County, WA,US
Recovered,0,1/26/2020,Providence, RI,US
Recovered,0,1/26/2020,Grafton County, NH,US
Recovered,0,1/26/2020,Hillsborough, FL,US
Recovered,0,1/26/2020,New York City, NY,US
Recovered,0,1/26/2020,Placer County, CA,US
Recovered,0,1/26/2020,San Mateo, CA,US
Recovered,0,1/26/2020,Sarasota, FL,US
Recovered,0,1/26/2020,Sonoma County, CA,US
Recovered,0,1/26/2020,Umatilla, OR,US
Recovered,0,1/26/2020,Fulton County, GA,US
Recovered,0,1/26/2020,Washington County, OR,US
Recovered,0,1/26/2020, Norfolk County, MA,US
Recovered,0,1/26/2020,Berkeley, CA,US
Recovered,0,1/26/2020,Maricopa County, AZ,US
Recovered,0,1/26/2020,Wake County, NC,US
Recovered,0,1/26/2020,Westchester County, NY,US
Recovered,0,1/26/2020,Orange County, CA,US
Recovered,0,1/26/2020,Contra Costa County, CA,US
Recovered,0,1/27/2020,King County, WA,US
Recovered,0,1/27/2020,Cook County, IL,US
Recovered,0,1/27/2020,Tempe, AZ,US
Recovered,0,1/27/2020,Toronto, ON,Canada
Recovered,0,1/27/2020,Los Angeles, CA,US
Recovered,0,1/27/2020,London, ON,Canada
Recovered,0,1/27/2020,Santa Clara, CA,US
Recovered,0,1/27/2020,Boston, MA,US
Recovered,0,1/27/2020,San Benito, CA,US
Recovered,0,1/27/2020,Madison, WI,US
Recovered,0,1/27/2020,San Diego County, CA,US
Recovered,0,1/27/2020,San Antonio, TX,US
Recovered,0,1/27/2020,Omaha, NE ,US
Recovered,0,1/27/2020,Travis, CA ,US
